num_colors,num_conflicts,num_spilling,num_iter,time,converge,equilibrio,t_iter
8,0,60,25524,288.71875,1000,100,10
8,0,59,25799,292.92188,1000,100,25
8,0,59,25911,293.50000,1000,100,50
8,0,59,26382,299.06250,1000,100,100
12,0,47,20397,220.75000,1000,100,10
12,0,46,18915,203.57812,1000,100,25
12,0,48,19705,212.04688,1000,100,50
12,0,47,20185,217.68750,1000,100,100
8,0,60,25524,288.20312,1000,100,10
8,0,59,25799,292.25000,1000,100,25
8,0,59,25911,293.39062,1000,100,50
8,0,59,26382,298.89062,1000,100,100
12,0,47,20397,220.03125,1000,100,10
12,0,46,18915,203.37500,1000,100,25
12,0,48,19705,212.00000,1000,100,50
12,0,47,20185,217.68750,1000,100,100
8,0,60,25524,288.18750,1000,100,10
8,0,59,25799,292.50000,1000,100,25
8,0,59,25911,293.54688,1000,100,50
8,0,59,26382,298.96875,1000,100,100
12,0,47,20397,219.87500,1000,100,10
12,0,46,18915,203.14062,1000,100,25
12,0,48,19705,212.06250,1000,100,50
12,0,47,20185,217.65625,1000,100,100
8,0,60,25524,290.04688,1000,100,10
8,0,59,25799,294.50000,1000,100,25
8,0,59,25911,294.98438,1000,100,50
8,0,59,26382,344.40625,1000,100,100
12,0,47,20397,220.37500,1000,100,10
12,0,46,18915,203.60938,1000,100,25
12,0,48,19705,212.42188,1000,100,50
12,0,47,20185,218.39062,1000,100,100
8,0,60,25524,289.32812,1000,100,10
8,0,59,25799,293.25000,1000,100,25
8,0,59,25911,294.00000,1000,100,50
8,0,59,26382,300.04688,1000,100,100
8,0,60,25524,288.50000,1000,100,10
8,0,59,25799,292.75000,1000,100,25
8,0,59,25911,293.34375,1000,100,50
8,0,59,26382,299.03125,1000,100,100
12,0,47,20397,220.06250,1000,100,10
12,0,46,18915,215.68750,1000,100,25
12,0,48,19705,212.84375,1000,100,50
12,0,47,20185,218.14062,1000,100,100
8,0,60,25524,288.26562,1000,100,10
8,0,59,25799,292.48438,1000,100,25
8,0,59,25911,293.31250,1000,100,50
8,0,59,26382,298.82812,1000,100,100
12,0,47,20397,219.90625,1000,100,10
12,0,46,18915,203.34375,1000,100,25
12,0,48,19705,212.00000,1000,100,50
12,0,47,20185,218.25000,1000,100,100
8,0,60,25524,288.40625,1000,100,10
8,0,59,25799,292.50000,1000,100,25
8,0,59,25911,293.56250,1000,100,50
8,0,59,26382,298.95312,1000,100,100
12,0,47,20397,220.10938,1000,100,10
12,0,46,18915,203.26562,1000,100,25
12,0,48,19705,212.54688,1000,100,50
12,0,47,20185,217.84375,1000,100,100
8,0,60,25524,288.40625,1000,100,10
8,0,59,25799,293.28125,1000,100,25
8,0,59,25911,294.00000,1000,100,50
8,0,59,26382,299.40625,1000,100,100
12,0,47,20397,220.00000,1000,100,10
12,0,46,18915,207.95312,1000,100,25
12,0,48,19705,212.18750,1000,100,50
12,0,47,20185,217.85938,1000,100,100
8,0,60,25524,288.96875,1000,100,10
8,0,59,25799,292.76562,1000,100,25
8,0,59,25911,293.42188,1000,100,50
8,0,59,26382,299.21875,1000,100,100
12,0,47,20397,220.14062,1000,100,10
12,0,46,18915,203.26562,1000,100,25
12,0,48,19705,212.17188,1000,100,50
12,0,47,20185,217.89062,1000,100,100
8,0,60,25524,288.57812,1000,100,10
8,0,59,25799,292.71875,1000,100,25
8,0,59,25911,293.37500,1000,100,50
8,0,59,26382,299.15625,1000,100,100
12,0,47,20397,220.28125,1000,100,10
12,0,46,18915,207.28125,1000,100,25
12,0,48,19705,212.23438,1000,100,50
12,0,47,20185,218.03125,1000,100,100
8,0,60,25524,289.29688,1000,100,10
8,0,59,25799,293.32812,1000,100,25
8,0,59,25911,294.03125,1000,100,50
8,0,59,26382,300.73438,1000,100,100
12,0,47,20397,221.00000,1000,100,10
12,0,46,18915,204.46875,1000,100,25
12,0,48,19705,213.09375,1000,100,50
12,0,47,20185,218.43750,1000,100,100
8,0,60,25524,289.00000,1000,100,10
8,0,59,25799,293.45312,1000,100,25
8,0,59,25911,294.31250,1000,100,50
8,0,59,26382,299.67188,1000,100,100
12,0,47,20397,220.85938,1000,100,10
12,0,46,18915,203.96875,1000,100,25
12,0,48,19705,212.57812,1000,100,50
12,0,47,20185,218.51562,1000,100,100
8,0,60,25524,291.10938,1000,100,10
8,0,59,25799,292.96875,1000,100,25
8,0,59,25911,293.42188,1000,100,50
8,0,59,26382,299.73438,1000,100,100
12,0,47,20397,220.00000,1000,100,10
12,0,46,18915,203.50000,1000,100,25
12,0,48,19705,212.25000,1000,100,50
12,0,47,20185,217.92188,1000,100,100
8,0,60,25524,288.32812,1000,100,10
8,0,59,25799,292.93750,1000,100,25
8,0,59,25911,293.62500,1000,100,50
8,0,59,26382,299.04688,1000,100,100
12,0,47,20397,219.96875,1000,100,10
12,0,46,18915,203.32812,1000,100,25
12,0,48,19705,212.25000,1000,100,50
12,0,47,20185,217.85938,1000,100,100
