num_colors,num_conflicts,num_spilling,num_iter,time,converge,equilibrio,temp
8,0,86,430,2.37500,100,100,10
8,0,86,430,2.48438,250,100,10
8,0,86,430,2.35938,500,100,10
8,0,85,428,5.96875,100,250,10
8,0,85,428,5.93750,250,250,10
8,0,85,428,5.96875,500,250,10
8,0,82,414,11.68750,100,500,10
8,0,82,414,11.62500,250,500,10
8,0,82,414,11.64062,500,500,10
8,0,83,913,5.25000,100,100,25
8,0,83,913,5.23438,250,100,25
8,0,83,913,5.26562,500,100,25
8,0,82,910,12.70312,100,250,25
8,0,82,910,12.78125,250,250,25
8,0,82,910,12.70312,500,250,25
8,0,80,881,24.92188,100,500,25
8,0,80,881,24.93750,250,500,25
8,0,80,881,25.04688,500,500,25
8,0,82,1396,7.93750,100,100,50
8,0,82,1396,7.90625,250,100,50
8,0,82,1396,7.89062,500,100,50
8,0,81,1388,19.54688,100,250,50
8,0,81,1388,19.56250,250,250,50
8,0,81,1388,19.46875,500,250,50
8,0,79,1344,38.26562,100,500,50
8,0,79,1344,38.23438,250,500,50
8,0,79,1344,38.35938,500,500,50
8,0,81,1876,10.75000,100,100,100
8,0,81,1876,10.65625,250,100,100
8,0,81,1876,10.67188,500,100,100
8,0,80,1842,26.10938,100,250,100
8,0,80,1842,26.12500,250,250,100
8,0,80,1842,26.12500,500,250,100
8,0,81,1863,52.32812,100,500,100
8,0,81,1863,52.42188,250,500,100
8,0,81,1863,52.48438,500,500,100
12,0,82,410,2.37500,100,100,10
12,0,82,410,2.12500,250,100,10
12,0,82,410,2.26562,500,100,10
12,0,79,396,5.32812,100,250,10
12,0,79,396,5.35938,250,250,10
12,0,79,396,5.32812,500,250,10
12,0,82,412,10.60938,100,500,10
12,0,82,412,10.67188,250,500,10
12,0,82,412,10.51562,500,500,10
12,0,84,930,4.68750,100,100,25
12,0,84,930,4.68750,250,100,25
12,0,84,930,4.65625,500,100,25
12,0,75,825,11.14062,100,250,25
12,0,75,825,11.15625,250,250,25
12,0,75,825,11.09375,500,250,25
12,0,80,887,22.95312,100,500,25
12,0,80,887,23.06250,250,500,25
12,0,80,887,23.09375,500,500,25
12,0,79,1345,7.12500,100,100,50
12,0,79,1345,7.12500,250,100,50
12,0,79,1345,7.10938,500,100,50
12,0,80,1362,17.70312,100,250,50
12,0,80,1362,17.82812,250,250,50
12,0,80,1362,17.78125,500,250,50
12,0,79,1343,35.29688,100,500,50
12,0,79,1343,35.18750,250,500,50
12,0,79,1343,35.20312,500,500,50
12,0,79,1824,9.70312,100,100,100
12,0,79,1824,9.67188,250,100,100
12,0,79,1824,9.67188,500,100,100
12,0,81,1881,24.12500,100,250,100
12,0,81,1881,24.15625,250,250,100
12,0,81,1881,24.09375,500,250,100
12,0,78,1815,47.50000,100,500,100
12,0,78,1815,47.57812,250,500,100
12,0,78,1815,47.48438,500,500,100
8,0,86,430,2.37500,100,100,10
8,0,86,430,2.35938,250,100,10
8,0,86,430,2.35938,500,100,10
8,0,85,428,5.84375,100,250,10
8,0,85,428,5.82812,250,250,10
8,0,85,428,5.84375,500,250,10
8,0,82,414,11.51562,100,500,10
8,0,82,414,11.51562,250,500,10
8,0,82,414,11.53125,500,500,10
8,0,83,913,5.10938,100,100,25
8,0,83,913,5.10938,250,100,25
8,0,83,913,5.09375,500,100,25
8,0,82,910,12.64062,100,250,25
8,0,82,910,12.62500,250,250,25
8,0,82,910,12.62500,500,250,25
8,0,80,881,24.84375,100,500,25
8,0,80,881,24.82812,250,500,25
8,0,80,881,24.89062,500,500,25
8,0,82,1396,7.76562,100,100,50
8,0,82,1396,7.78125,250,100,50
8,0,82,1396,7.78125,500,100,50
8,0,81,1388,19.37500,100,250,50
8,0,81,1388,19.37500,250,250,50
8,0,81,1388,19.37500,500,250,50
8,0,79,1344,38.23438,100,500,50
8,0,79,1344,38.17188,250,500,50
8,0,79,1344,38.28125,500,500,50
8,0,81,1876,10.56250,100,100,100
8,0,81,1876,10.56250,250,100,100
8,0,81,1876,10.54688,500,100,100
8,0,80,1842,25.98438,100,250,100
8,0,80,1842,26.03125,250,250,100
8,0,80,1842,26.04688,500,250,100
8,0,81,1863,52.14062,100,500,100
8,0,81,1863,52.62500,250,500,100
8,0,81,1863,52.21875,500,500,100
12,0,82,410,2.14062,100,100,10
12,0,82,410,2.12500,250,100,10
12,0,82,410,2.12500,500,100,10
12,0,79,396,5.23438,100,250,10
12,0,79,396,5.21875,250,250,10
12,0,79,396,5.20312,500,250,10
12,0,82,412,10.54688,100,500,10
12,0,82,412,10.54688,250,500,10
12,0,82,412,10.54688,500,500,10
12,0,84,930,4.68750,100,100,25
12,0,84,930,4.71875,250,100,25
12,0,84,930,4.71875,500,100,25
12,0,75,825,11.14062,100,250,25
12,0,75,825,11.14062,250,250,25
12,0,75,825,11.10938,500,250,25
12,0,80,887,22.92188,100,500,25
12,0,80,887,22.93750,250,500,25
12,0,80,887,22.98438,500,500,25
12,0,79,1345,7.03125,100,100,50
12,0,79,1345,7.01562,250,100,50
12,0,79,1345,7.04688,500,100,50
12,0,80,1362,17.65625,100,250,50
12,0,80,1362,17.68750,250,250,50
12,0,80,1362,17.67188,500,250,50
12,0,79,1343,35.15625,100,500,50
12,0,79,1343,35.09375,250,500,50
12,0,79,1343,35.28125,500,500,50
12,0,79,1824,9.54688,100,100,100
12,0,79,1824,9.56250,250,100,100
12,0,79,1824,9.57812,500,100,100
